,Map Date,Drought Level,Population Current,Population Current %,Area Current,Area Current %,Area Miles
3013,2018-07-31,D1  ,"4,911,405.89",13.18,"38,024.62",24.04,"158,147.87"
3014,2018-07-31,D2  ,"18,047,270.69",48.44,"28,446.69",17.99,"158,147.87"
3015,2018-07-31,D3  ,"425,786.18",1.14,"4,373.42",2.77,"158,147.87"
3016,2018-08-07,D0  ,"11,154,585.72",29.94,"65,027.86",41.12,"158,147.87"
3017,2018-08-07,D1  ,"4,915,497.39",13.19,"38,420.30",24.29,"158,147.87"
3018,2018-08-07,D2  ,"18,047,237.54",48.44,"28,446.69",17.99,"158,147.87"
3019,2018-08-07,D3  ,"425,770.88",1.14,"4,373.32",2.77,"158,147.87"
3020,2018-08-14,D0  ,"11,086,152.24",29.76,"61,632.37",38.97,"158,147.87"
3021,2018-08-14,D1  ,"4,983,785.22",13.38,"41,815.32",26.44,"158,147.87"
3022,2018-08-14,D2  ,"18,047,303.82",48.44,"28,446.70",17.99,"158,147.87"
3023,2018-08-14,D3  ,"425,801.48",1.14,"4,373.52",2.77,"158,147.87"
3024,2018-08-21,D0  ,"11,101,562.84",29.8,"61,711.63",39.02,"158,147.87"
3025,2018-08-21,D1  ,"4,983,785.22",13.38,"41,815.32",26.44,"158,147.87"
3026,2018-08-21,D2  ,"18,047,303.82",48.44,"28,446.70",17.99,"158,147.87"
3027,2018-08-21,D3  ,"425,801.48",1.14,"4,373.52",2.77,"158,147.87"
3028,2018-08-28,D0  ,"11,099,528.19",29.79,"61,106.70",38.64,"158,147.87"
3029,2018-08-28,D1  ,"4,984,387.40",13.38,"41,955.64",26.53,"158,147.87"
3030,2018-08-28,D2  ,"18,048,736.29",48.45,"28,911.32",18.28,"158,147.87"
3031,2018-08-28,D3  ,"425,801.48",1.14,"4,373.52",2.77,"158,147.87"
3032,2018-09-04,D0  ,"11,099,528.19",29.79,"61,106.70",38.64,"158,147.87"
3033,2018-09-04,D1  ,"4,954,880.37",13.3,"39,044.75",24.69,"158,147.87"
3034,2018-09-04,D2  ,"18,078,243.32",48.53,"31,822.21",20.12,"158,147.87"
3035,2018-09-04,D3  ,"425,801.48",1.14,"4,373.52",2.77,"158,147.87"
3036,2018-09-11,D0  ,"11,108,203.27",29.82,"63,018.62",39.85,"158,147.87"
3037,2018-09-11,D1  ,"4,965,293.07",13.33,"39,777.41",25.15,"158,147.87"
3038,2018-09-11,D2  ,"17,362,679.50",46.61,"28,277.62",17.88,"158,147.87"
3039,2018-09-11,D3  ,"1,135,016.93",3.05,"7,816.12",4.94,"158,147.87"
3040,2018-09-18,D0  ,"11,108,203.27",29.82,"63,018.62",39.85,"158,147.87"
3041,2018-09-18,D1  ,"4,965,293.07",13.33,"39,777.41",25.15,"158,147.87"
3042,2018-09-18,D2  ,"17,362,679.50",46.61,"28,277.62",17.88,"158,147.87"
3043,2018-09-18,D3  ,"1,135,016.93",3.05,"7,816.12",4.94,"158,147.87"
3044,2018-09-25,D0  ,"11,108,203.27",29.82,"63,018.62",39.85,"158,147.87"
3045,2018-09-25,D1  ,"4,965,293.07",13.33,"39,777.41",25.15,"158,147.87"
3046,2018-09-25,D2  ,"17,362,679.50",46.61,"28,277.62",17.88,"158,147.87"
3047,2018-09-25,D3  ,"1,135,016.93",3.05,"7,816.12",4.94,"158,147.87"
3048,2018-10-02,D0  ,"11,108,203.27",29.82,"63,018.62",39.85,"158,147.87"
3049,2018-10-02,D1  ,"4,965,293.07",13.33,"39,777.41",25.15,"158,147.87"
3050,2018-10-02,D2  ,"17,363,371.45",46.61,"28,295.50",17.89,"158,147.87"
3051,2018-10-02,D3  ,"1,134,324.97",3.04,"7,798.25",4.93,"158,147.87"
3052,2018-10-09,D0  ,"10,768,284.08",28.91,"58,352.54",36.9,"158,147.87"
3053,2018-10-09,D1  ,"5,017,364.57",13.47,"39,808.41",25.17,"158,147.87"
3054,2018-10-09,D2  ,"17,310,144.64",46.47,"28,306.05",17.9,"158,147.87"
3055,2018-10-09,D3  ,"1,134,618.44",3.05,"7,702.79",4.87,"158,147.87"
3056,2018-10-16,D0  ,"10,768,284.08",28.91,"58,352.54",36.9,"158,147.87"
3057,2018-10-16,D1  ,"5,017,364.57",13.47,"39,808.41",25.17,"158,147.87"
3058,2018-10-16,D2  ,"17,992,029.19",48.3,"31,473.83",19.9,"158,147.87"
3059,2018-10-16,D3  ,"452,733.90",1.22,"4,535.01",2.87,"158,147.87"
3060,2018-10-23,D0  ,"10,768,284.08",28.91,"58,352.54",36.9,"158,147.87"
3061,2018-10-23,D1  ,"6,883,973.42",18.48,"45,288.81",28.64,"158,147.87"
3062,2018-10-23,D2  ,"16,147,460.90",43.34,"26,211.31",16.57,"158,147.87"
3063,2018-10-23,D3  ,"430,693.34",1.16,"4,317.14",2.73,"158,147.87"
3064,2018-10-30,D0  ,"10,768,284.08",28.91,"58,352.54",36.9,"158,147.87"
3065,2018-10-30,D1  ,"6,883,973.42",18.48,"45,288.81",28.64,"158,147.87"
3066,2018-10-30,D2  ,"16,147,460.90",43.34,"26,211.31",16.57,"158,147.87"
3067,2018-10-30,D3  ,"430,693.34",1.16,"4,317.14",2.73,"158,147.87"
3068,2018-11-06,D0  ,"13,622,153.26",36.57,"76,040.23",48.08,"158,147.87"
3069,2018-11-06,D1  ,"7,836,599.11",21.04,"53,080.09",33.56,"158,147.87"
3070,2018-11-06,D2  ,"15,521,176.84",41.66,"25,251.83",15.97,"158,147.87"
3071,2018-11-06,D3  ,"274,027.19",0.74,"3,775.71",2.39,"158,147.87"
3072,2018-11-13,D0  ,"13,429,994.80",36.05,"74,018.44",46.8,"158,147.87"
3073,2018-11-13,D1  ,"8,028,757.57",21.55,"55,101.89",34.84,"158,147.87"
3074,2018-11-13,D2  ,"15,521,176.84",41.66,"25,251.83",15.97,"158,147.87"
3075,2018-11-13,D3  ,"274,027.19",0.74,"3,775.71",2.39,"158,147.87"
3076,2018-11-20,D0  ,"1,543,935.65",4.14,"35,387.35",22.38,"158,147.87"
3077,2018-11-20,D1  ,"19,908,891.15",53.44,"93,719.59",59.26,"158,147.87"
3078,2018-11-20,D2  ,"14,483,369.61",38.88,"23,059.93",14.58,"158,147.87"
3079,2018-11-20,D3  ,"1,317,760.00",3.54,"5,981.00",3.78,"158,147.87"
3080,2018-11-27,D0  ,"1,315,922.05",3.53,"25,847.78",16.34,"158,147.87"
3081,2018-11-27,D1  ,"20,150,943.45",54.09,"103,306.05",65.32,"158,147.87"
3082,2018-11-27,D2  ,"14,469,330.91",38.84,"23,013.04",14.55,"158,147.87"
3083,2018-11-27,D3  ,"1,317,760.00",3.54,"5,981.00",3.78,"158,147.87"
3084,2018-12-04,D0  ,"2,076,426.66",5.57,"19,828.74",12.54,"158,147.87"
3085,2018-12-04,D1  ,"18,829,932.88",50.54,"97,031.79",61.36,"158,147.87"
3086,2018-12-04,D2  ,"14,469,340.32",38.84,"23,017.12",14.55,"158,147.87"
3087,2018-12-04,D3  ,"1,317,760.00",3.54,"5,981.00",3.78,"158,147.87"
3088,2018-12-11,D0  ,"6,831,760.35",18.34,"26,986.17",17.06,"158,147.87"
3089,2018-12-11,D1  ,"14,352,482.52",38.53,"92,189.30",58.29,"158,147.87"
3090,2018-12-11,D2  ,"14,457,557.65",38.81,"23,357.31",14.77,"158,147.87"
3091,2018-12-11,D3  ,"1,051,659.35",2.82,"3,325.87",2.1,"158,147.87"
3092,2018-12-18,D0  ,"6,831,760.35",18.34,"26,986.17",17.06,"158,147.87"
3093,2018-12-18,D1  ,"14,352,482.52",38.53,"92,189.30",58.29,"158,147.87"
3094,2018-12-18,D2  ,"14,457,557.65",38.81,"23,357.31",14.77,"158,147.87"
3095,2018-12-18,D3  ,"1,051,659.35",2.82,"3,325.87",2.1,"158,147.87"
3096,2018-12-25,D0  ,"6,831,760.35",18.34,"26,986.17",17.06,"158,147.87"
3097,2018-12-25,D1  ,"14,374,464.01",38.59,"93,181.33",58.92,"158,147.87"
3098,2018-12-25,D2  ,"14,435,576.16",38.75,"22,365.28",14.14,"158,147.87"
3099,2018-12-25,D3  ,"1,051,659.35",2.82,"3,325.87",2.1,"158,147.87"
3100,2019-01-01,D0  ,"6,831,756.59",18.34,"26,986.07",17.06,"158,147.87"
3101,2019-01-01,D1  ,"16,593,312.42",44.54,"96,549.46",61.05,"158,147.87"
3102,2019-01-01,D2  ,"12,216,731.51",32.79,"18,997.25",12.01,"158,147.87"
3103,2019-01-01,D3  ,"1,051,659.35",2.82,"3,325.87",2.1,"158,147.87"
3104,2019-01-08,D0  ,"6,831,769.41",18.34,"26,985.99",17.06,"158,147.87"
3105,2019-01-08,D1  ,"16,593,299.11",44.54,"96,549.49",61.05,"158,147.87"
3106,2019-01-08,D2  ,"12,391,422.39",33.26,"19,878.94",12.57,"158,147.87"
3107,2019-01-08,D3  ,"876,975.76",2.35,"2,444.23",1.55,"158,147.87"
3108,2019-01-15,D0  ,"6,831,756.59",18.34,"26,986.07",17.06,"158,147.87"
3109,2019-01-15,D1  ,"28,754,766.69",77.19,"110,105.78",69.62,"158,147.87"
3110,2019-01-15,D2  ,"1,099,010.04",2.95,"7,646.21",4.83,"158,147.87"
3111,2019-01-15,D3  ,"7,926.55",0.02,"1,120.58",0.71,"158,147.87"
3112,2019-01-22,D0  ,"7,187,619.84",19.29,"31,627.58",20.0,"158,147.87"
3113,2019-01-22,D1  ,"29,470,918.88",79.11,"108,794.35",68.79,"158,147.87"
3114,2019-01-22,D2  ,"26,994.61",0.07,"4,316.13",2.73,"158,147.87"
3115,2019-01-22,D3  ,"7,926.55",0.02,"1,120.58",0.71,"158,147.87"
3116,2019-01-29,D0  ,"10,365,360.67",27.82,"82,881.25",52.41,"158,147.87"
3117,2019-01-29,D1  ,"19,523,231.26",52.41,"34,434.59",21.77,"158,147.87"
3118,2019-01-29,D2  ,"21,244.32",0.06,"2,981.68",1.89,"158,147.87"
3119,2019-02-05,D0  ,"22,679,841.78",60.88,"87,113.54",55.08,"158,147.87"
3120,2019-02-05,D1  ,"4,678,334.15",12.56,"13,704.96",8.67,"158,147.87"
3121,2019-02-05,D2  ,"21,244.32",0.06,"2,981.68",1.89,"158,147.87"
3122,2019-02-12,D0  ,"19,763,339.69",53.05,"83,312.69",52.68,"158,147.87"
3123,2019-02-12,D1  ,"4,681,523.85",12.57,"14,111.80",8.92,"158,147.87"
3124,2019-02-12,D2  ,"18,054.61",0.05,"2,574.84",1.63,"158,147.87"
3125,2019-02-19,D0  ,"10,166,049.38",27.29,"46,118.35",29.16,"158,147.87"
3126,2019-02-19,D1  ,"183,122.65",0.49,"3,803.07",2.4,"158,147.87"
3127,2019-02-19,D2  ,"15,074.48",0.04,"2,153.53",1.36,"158,147.87"
3128,2019-02-26,D0  ,"6,317,585.98",16.96,"16,604.18",10.5,"158,147.87"
3129,2019-02-26,D1  ,"22,705.09",0.06,"3,681.29",2.33,"158,147.87"
3130,2019-03-05,D0  ,"6,305,368.41",16.93,"15,119.13",9.56,"158,147.87"
3131,2019-03-05,D1  ,"6,516.16",0.02,943.71,0.6,"158,147.87"
3132,2019-03-12,D0  ,"5,812,450.87",15.6,"10,405.61",6.58,"158,147.87"
3133,2019-03-19,D0  ,"5,812,469.37",15.6,"10,413.63",6.58,"158,147.87"
3134,2019-03-26,D0  ,"5,812,469.37",15.6,"10,413.63",6.58,"158,147.87"
3135,2019-04-02,D0  ,"5,812,469.37",15.6,"10,413.63",6.58,"158,147.87"
3136,2019-04-09,D0  ,"5,806,084.26",15.59,"9,440.70",5.97,"158,147.87"
3137,2019-04-16,D0  ,"5,806,084.26",15.59,"9,440.70",5.97,"158,147.87"
3138,2019-04-23,D0  ,"5,806,084.26",15.59,"9,440.70",5.97,"158,147.87"
3139,2019-04-30,D0  ,"5,806,084.26",15.59,"9,440.70",5.97,"158,147.87"
3140,2019-05-07,D0  ,"5,806,084.26",15.59,"9,440.70",5.97,"158,147.87"
3141,2019-05-14,D0  ,"5,806,147.54",15.59,"9,440.74",5.97,"158,147.87"
3142,2019-05-21,D0  ,"5,806,147.54",15.59,"9,440.74",5.97,"158,147.87"
3143,2019-05-28,D0  ,"5,806,084.26",15.59,"9,440.70",5.97,"158,147.87"
3144,2019-06-04,D0  ,"5,703,844.31",15.31,"6,825.95",4.32,"158,147.87"
3145,2019-06-11,D0  ,"5,703,844.31",15.31,"6,825.95",4.32,"158,147.87"
3146,2019-06-18,D0  ,"5,703,844.31",15.31,"6,825.95",4.32,"158,147.87"
3147,2019-06-25,D0  ,"5,703,844.31",15.31,"6,825.95",4.32,"158,147.87"
3148,2019-07-02,D0  ,"5,703,783.42",15.31,"6,825.96",4.32,"158,147.87"
3149,2019-07-09,D0  ,"5,703,844.31",15.31,"6,825.95",4.32,"158,147.87"
3150,2019-07-16,D0  ,"5,703,844.31",15.31,"6,825.95",4.32,"158,147.87"
3151,2019-07-23,D0  ,"5,703,844.31",15.31,"6,825.95",4.32,"158,147.87"
3152,2019-07-30,D0  ,"5,703,844.31",15.31,"6,825.95",4.32,"158,147.87"
3153,2019-08-06,D0  ,"5,705,392.41",15.31,"7,044.81",4.45,"158,147.87"
3154,2019-08-13,D0  ,"6,059,352.89",16.26,"9,376.96",5.93,"158,147.87"
3155,2019-08-20,D0  ,"6,332,728.57",17.0,"10,645.88",6.73,"158,147.87"
3156,2019-08-27,D0  ,"6,327,590.71",16.99,"12,591.94",7.96,"158,147.87"
3157,2019-08-27,D1  ,"300,221.57",0.81,"1,729.93",1.09,"158,147.87"
3158,2019-09-03,D0  ,"6,353,899.12",17.06,"12,602.87",7.97,"158,147.87"
3159,2019-09-03,D1  ,"300,221.57",0.81,"1,729.93",1.09,"158,147.87"
3160,2019-09-10,D0  ,"6,327,590.71",16.99,"12,591.94",7.96,"158,147.87"
3161,2019-09-10,D1  ,"299,223.09",0.8,"1,720.06",1.09,"158,147.87"
3162,2019-09-10,D2  ,998.48,0.0,9.87,0.01,"158,147.87"
3163,2019-09-17,D0  ,"6,460,920.91",17.34,"13,167.60",8.33,"158,147.87"
3164,2019-09-17,D1  ,"383,029.35",1.03,"3,253.36",2.06,"158,147.87"
3165,2019-09-24,D0  ,"6,459,657.23",17.34,"12,988.96",8.21,"158,147.87"
3166,2019-09-24,D1  ,"383,029.35",1.03,"3,253.36",2.06,"158,147.87"
3167,2019-10-01,D0  ,"542,621.32",1.46,"4,182.96",2.64,"158,147.87"
3168,2019-10-01,D1  ,"383,029.35",1.03,"3,253.36",2.06,"158,147.87"
3169,2019-10-08,D0  ,"542,619.23",1.46,"4,182.94",2.64,"158,147.87"
3170,2019-10-08,D1  ,"383,014.25",1.03,"3,253.24",2.06,"158,147.87"
3171,2019-10-15,D0  ,"1,100,611.13",2.95,"19,825.02",12.54,"158,147.87"
3172,2019-10-15,D1  ,"383,029.35",1.03,"3,253.36",2.06,"158,147.87"
3173,2019-10-22,D0  ,"1,401,544.59",3.76,"24,789.59",15.67,"158,147.87"
3174,2019-10-22,D1  ,"383,029.35",1.03,"3,253.36",2.06,"158,147.87"
3175,2019-10-29,D0  ,"1,401,544.59",3.76,"24,789.59",15.67,"158,147.87"
3176,2019-10-29,D1  ,"383,029.35",1.03,"3,253.36",2.06,"158,147.87"
3177,2019-11-05,D0  ,"1,402,019.21",3.76,"24,795.95",15.68,"158,147.87"
3178,2019-11-05,D1  ,"383,029.35",1.03,"3,253.36",2.06,"158,147.87"
3179,2019-11-12,D0  ,"36,165,982.50",97.08,"123,056.10",77.81,"158,147.87"
3180,2019-11-12,D1  ,"626,996.49",1.68,"5,644.48",3.57,"158,147.87"
3181,2019-11-12,D2  ,924.70,0.0,9.14,0.01,"158,147.87"
3182,2019-11-19,D0  ,"36,167,742.37",97.08,"123,128.44",77.86,"158,147.87"
3183,2019-11-19,D1  ,"627,035.77",1.68,"5,666.16",3.58,"158,147.87"
3184,2019-11-19,D2  ,924.70,0.0,9.14,0.01,"158,147.87"
3185,2019-11-26,D0  ,"34,061,286.87",91.43,"138,329.75",87.47,"158,147.87"
3186,2019-11-26,D1  ,"593,879.49",1.59,"5,221.59",3.3,"158,147.87"
3187,2019-11-26,D2  ,924.70,0.0,9.14,0.01,"158,147.87"
3188,2019-12-03,D0  ,"28,307,156.31",75.98,"134,824.58",85.25,"158,147.87"
3189,2019-12-03,D1  ,863.30,0.0,8.53,0.01,"158,147.87"
3190,2019-12-10,D0  ,"24,906.62",0.07,"5,649.70",3.57,"158,147.87"
3191,2019-12-17,D0  ,"24,906.62",0.07,"5,649.70",3.57,"158,147.87"
3192,2019-12-24,D0  ,"24,906.62",0.07,"5,649.70",3.57,"158,147.87"
3193,2019-12-31,D0  ,"24,501.11",0.07,"5,645.72",3.57,"158,147.87"
3194,2020-01-07,D0  ,"24,501.11",0.07,"5,645.72",3.57,"158,147.87"
3195,2020-01-14,D0  ,"24,856.76",0.07,"5,709.67",3.61,"158,147.87"
3196,2020-01-21,D0  ,"24,856.76",0.07,"5,709.67",3.61,"158,147.87"
3197,2020-01-28,D0  ,"10,080,036.17",27.06,"54,220.75",34.28,"158,147.87"
3198,2020-02-04,D0  ,"10,080,036.17",27.06,"54,220.75",34.28,"158,147.87"
3199,2020-02-11,D0  ,"18,606,012.93",49.94,"57,900.38",36.61,"158,147.87"
3200,2020-02-11,D1  ,"1,354,937.86",3.64,"15,087.93",9.54,"158,147.87"
3201,2020-02-18,D0  ,"20,363,849.73",54.66,"79,769.89",50.44,"158,147.87"
3202,2020-02-18,D1  ,"1,354,937.86",3.64,"15,087.93",9.54,"158,147.87"
3203,2020-02-25,D0  ,"18,276,304.85",49.06,"73,380.21",46.4,"158,147.87"
3204,2020-02-25,D1  ,"5,907,963.99",15.86,"36,915.38",23.34,"158,147.87"
3205,2020-03-03,D0  ,"13,975,630.50",37.51,"56,266.43",35.58,"158,147.87"
3206,2020-03-03,D1  ,"10,208,638.33",27.4,"54,029.16",34.16,"158,147.87"
3207,2020-03-10,D0  ,"11,066,984.65",29.71,"48,093.57",30.41,"158,147.87"
3208,2020-03-10,D1  ,"20,288,984.85",54.46,"76,056.41",48.09,"158,147.87"
3209,2020-03-17,D0  ,"12,538,471.99",33.66,"43,924.57",27.77,"158,147.87"
3210,2020-03-17,D1  ,"17,705,793.91",47.53,"73,257.41",46.32,"158,147.87"
3211,2020-03-17,D2  ,"14,204.90",0.04,"1,997.77",1.26,"158,147.87"
3212,2020-03-24,D0  ,"18,274,608.02",49.05,"54,903.45",34.72,"158,147.87"
3213,2020-03-24,D1  ,"11,852,673.40",31.82,"61,872.47",39.12,"158,147.87"
3214,2020-03-24,D2  ,"14,611.08",0.04,"2,053.88",1.3,"158,147.87"
3215,2020-03-31,D0  ,"18,216,632.59",48.9,"50,329.23",31.82,"158,147.87"
3216,2020-03-31,D1  ,"11,910,648.84",31.97,"66,446.69",42.02,"158,147.87"
3217,2020-03-31,D2  ,"14,611.08",0.04,"2,053.88",1.3,"158,147.87"
3218,2020-04-07,D0  ,"5,832,354.62",15.66,"38,584.11",24.4,"158,147.87"
3219,2020-04-07,D1  ,"11,910,648.84",31.97,"66,446.69",42.02,"158,147.87"
3220,2020-04-07,D2  ,"14,611.08",0.04,"2,053.88",1.3,"158,147.87"
3221,2020-04-14,D0  ,"3,442,678.18",9.24,"35,581.51",22.5,"158,147.87"
3222,2020-04-14,D1  ,"10,119,417.96",27.16,"36,168.80",22.87,"158,147.87"
3223,2020-04-14,D2  ,"521,837.08",1.4,"20,284.67",12.83,"158,147.87"
3224,2020-04-21,D0  ,"3,442,678.18",9.24,"35,581.51",22.5,"158,147.87"
3225,2020-04-21,D1  ,"4,645,510.72",12.47,"25,471.14",16.11,"158,147.87"
3226,2020-04-21,D2  ,"5,909,014.29",15.86,"23,608.74",14.93,"158,147.87"
3227,2020-04-21,D3  ,"86,730.04",0.23,"7,373.59",4.66,"158,147.87"
3228,2020-04-28,D0  ,"3,188,544.95",8.56,"26,274.55",16.61,"158,147.87"
3229,2020-04-28,D1  ,"4,899,643.95",13.15,"34,778.09",21.99,"158,147.87"
3230,2020-04-28,D2  ,"5,909,014.29",15.86,"23,608.74",14.93,"158,147.87"
3231,2020-04-28,D3  ,"86,730.04",0.23,"7,373.59",4.66,"158,147.87"
3232,2020-05-05,D0  ,"3,182,380.11",8.54,"24,244.32",15.33,"158,147.87"
3233,2020-05-05,D1  ,"4,968,672.70",13.34,"36,861.83",23.31,"158,147.87"
3234,2020-05-05,D2  ,"5,876,184.76",15.77,"24,695.77",15.62,"158,147.87"
3235,2020-05-05,D3  ,"56,695.66",0.15,"6,233.06",3.94,"158,147.87"
3236,2020-05-12,D0  ,"2,708,083.46",7.27,"18,228.91",11.53,"158,147.87"
3237,2020-05-12,D1  ,"5,392,597.44",14.48,"40,845.95",25.83,"158,147.87"
3238,2020-05-12,D2  ,"5,949,946.66",15.97,"28,235.29",17.85,"158,147.87"
3239,2020-05-12,D3  ,"33,305.67",0.09,"4,724.83",2.99,"158,147.87"
3240,2020-05-19,D0  ,"2,708,083.46",7.27,"18,228.91",11.53,"158,147.87"
3241,2020-05-19,D1  ,"5,392,597.44",14.48,"40,845.95",25.83,"158,147.87"
3242,2020-05-19,D2  ,"5,950,662.32",15.97,"28,260.81",17.87,"158,147.87"
3243,2020-05-19,D3  ,"32,590.02",0.09,"4,699.31",2.97,"158,147.87"
3244,2020-05-26,D0  ,"2,708,083.46",7.27,"18,228.91",11.53,"158,147.87"
3245,2020-05-26,D1  ,"5,392,597.44",14.48,"40,845.95",25.83,"158,147.87"
3246,2020-05-26,D2  ,"5,950,662.32",15.97,"28,260.81",17.87,"158,147.87"
3247,2020-05-26,D3  ,"32,590.02",0.09,"4,699.31",2.97,"158,147.87"
3248,2020-06-02,D0  ,"2,708,083.46",7.27,"18,228.91",11.53,"158,147.87"
3249,2020-06-02,D1  ,"5,392,597.44",14.48,"40,845.95",25.83,"158,147.87"
3250,2020-06-02,D2  ,"5,950,662.32",15.97,"28,260.81",17.87,"158,147.87"
3251,2020-06-02,D3  ,"32,590.02",0.09,"4,699.31",2.97,"158,147.87"
3252,2020-06-09,D0  ,"2,753,160.16",7.39,"18,143.80",11.47,"158,147.87"
3253,2020-06-09,D1  ,"5,355,711.33",14.38,"40,957.12",25.9,"158,147.87"
3254,2020-06-09,D2  ,"5,957,135.44",15.99,"29,083.67",18.39,"158,147.87"
3255,2020-06-09,D3  ,"26,116.90",0.07,"3,876.45",2.45,"158,147.87"
3256,2020-06-16,D0  ,"2,753,160.16",7.39,"18,143.80",11.47,"158,147.87"
3257,2020-06-16,D1  ,"5,355,711.33",14.38,"40,957.12",25.9,"158,147.87"
3258,2020-06-16,D2  ,"5,957,135.44",15.99,"29,083.67",18.39,"158,147.87"
3259,2020-06-16,D3  ,"26,116.90",0.07,"3,876.45",2.45,"158,147.87"
3260,2020-06-23,D0  ,"2,753,160.16",7.39,"18,143.80",11.47,"158,147.87"
3261,2020-06-23,D1  ,"5,355,711.33",14.38,"40,957.12",25.9,"158,147.87"
3262,2020-06-23,D2  ,"5,957,135.44",15.99,"29,083.67",18.39,"158,147.87"
3263,2020-06-23,D3  ,"26,116.90",0.07,"3,876.45",2.45,"158,147.87"
3264,2020-06-30,D0  ,"2,753,160.16",7.39,"18,143.80",11.47,"158,147.87"
3265,2020-06-30,D1  ,"5,355,711.33",14.38,"40,957.12",25.9,"158,147.87"
3266,2020-06-30,D2  ,"5,957,135.44",15.99,"29,083.67",18.39,"158,147.87"
3267,2020-06-30,D3  ,"26,116.90",0.07,"3,876.45",2.45,"158,147.87"
3268,2020-07-07,D0  ,"2,753,160.16",7.39,"18,143.80",11.47,"158,147.87"
3269,2020-07-07,D1  ,"5,355,711.33",14.38,"40,957.12",25.9,"158,147.87"
3270,2020-07-07,D2  ,"5,957,135.44",15.99,"29,083.67",18.39,"158,147.87"
3271,2020-07-07,D3  ,"26,116.90",0.07,"3,876.45",2.45,"158,147.87"
3272,2020-07-14,D0  ,"1,353,297.53",3.63,"18,071.92",11.43,"158,147.87"
3273,2020-07-14,D1  ,"6,785,325.46",18.21,"42,215.22",26.69,"158,147.87"
3274,2020-07-14,D2  ,"5,961,401.32",16.0,"30,123.40",19.05,"158,147.87"
3275,2020-07-14,D3  ,"26,116.90",0.07,"3,876.45",2.45,"158,147.87"
3276,2020-07-21,D0  ,"1,353,326.33",3.63,"18,096.62",11.44,"158,147.87"
3277,2020-07-21,D1  ,"6,785,399.97",18.21,"42,247.54",26.71,"158,147.87"
3278,2020-07-21,D2  ,"5,955,084.94",15.99,"29,186.04",18.45,"158,147.87"
3279,2020-07-21,D3  ,"32,433.28",0.09,"4,813.81",3.04,"158,147.87"
3280,2020-07-28,D0  ,"1,330,755.77",3.57,"14,672.02",9.28,"158,147.87"
3281,2020-07-28,D1  ,"6,807,970.52",18.27,"45,672.14",28.88,"158,147.87"
3282,2020-07-28,D2  ,"5,955,084.94",15.99,"29,186.04",18.45,"158,147.87"
3283,2020-07-28,D3  ,"32,433.28",0.09,"4,813.81",3.04,"158,147.87"
3284,2020-08-04,D0  ,"2,133,354.86",5.73,"25,111.92",15.88,"158,147.87"
3285,2020-08-04,D1  ,"6,807,970.52",18.27,"45,672.14",28.88,"158,147.87"
3286,2020-08-04,D2  ,"5,955,084.94",15.99,"29,186.04",18.45,"158,147.87"
3287,2020-08-04,D3  ,"32,433.28",0.09,"4,813.81",3.04,"158,147.87"
3288,2020-08-11,D0  ,"2,136,165.62",5.73,"25,098.31",15.87,"158,147.87"
3289,2020-08-11,D1  ,"6,804,359.83",18.26,"45,338.78",28.67,"158,147.87"
3290,2020-08-11,D2  ,"5,955,884.86",15.99,"29,533.02",18.67,"158,147.87"
3291,2020-08-11,D3  ,"32,433.28",0.09,"4,813.81",3.04,"158,147.87"
3292,2020-08-18,D0  ,"5,646,264.33",15.16,"39,913.83",25.24,"158,147.87"
3293,2020-08-18,D1  ,"7,330,040.05",19.68,"51,394.52",32.5,"158,147.87"
3294,2020-08-18,D2  ,"5,955,884.86",15.99,"29,533.02",18.67,"158,147.87"
3295,2020-08-18,D3  ,"32,433.28",0.09,"4,813.81",3.04,"158,147.87"
3296,2020-08-25,D0  ,"5,652,880.96",15.17,"39,655.00",25.07,"158,147.87"
3297,2020-08-25,D1  ,"6,999,036.53",18.79,"35,575.10",22.49,"158,147.87"
3298,2020-08-25,D2  ,"6,280,271.74",16.86,"45,611.26",28.84,"158,147.87"
3299,2020-08-25,D3  ,"32,433.28",0.09,"4,813.81",3.04,"158,147.87"
3300,2020-09-01,D0  ,"5,707,902.70",15.32,"39,893.98",25.23,"158,147.87"
3301,2020-09-01,D1  ,"7,129,989.75",19.14,"35,741.75",22.6,"158,147.87"
3302,2020-09-01,D2  ,"6,149,318.52",16.51,"45,444.61",28.74,"158,147.87"
3303,2020-09-01,D3  ,"32,433.28",0.09,"4,813.81",3.04,"158,147.87"
3304,2020-09-08,D0  ,"5,750,328.33",15.44,"40,114.37",25.37,"158,147.87"
3305,2020-09-08,D1  ,"5,451,942.05",14.63,"33,537.68",21.21,"158,147.87"
3306,2020-09-08,D2  ,"7,787,979.71",20.91,"47,340.36",29.93,"158,147.87"
3307,2020-09-08,D3  ,"32,433.28",0.09,"4,813.81",3.04,"158,147.87"
3308,2020-09-15,D0  ,"6,269,359.41",16.83,"27,343.52",17.29,"158,147.87"
3309,2020-09-15,D1  ,"7,184,840.60",19.29,"50,333.47",31.83,"158,147.87"
3310,2020-09-15,D2  ,"8,096,885.90",21.73,"50,746.19",32.09,"158,147.87"
3311,2020-09-15,D3  ,"34,284.68",0.09,"5,018.92",3.17,"158,147.87"
3312,2020-09-22,D0  ,"6,269,359.41",16.83,"27,343.52",17.29,"158,147.87"
3313,2020-09-22,D1  ,"7,184,816.90",19.29,"50,323.19",31.82,"158,147.87"
